------------------------------------------------------------
 Ids vs. Vfg (pH = 2)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                0.72,           4.5536e-06
                0.73,          5.01399e-06
                0.74,          5.49334e-06
                0.75,          5.99059e-06
                0.76,          6.50467e-06
                0.77,          7.03458e-06
                0.78,          7.57934e-06
                0.79,          8.13803e-06
                 0.8,          8.70979e-06
                0.81,          9.29379e-06
                0.82,          9.88927e-06
                0.83,          1.04955e-05
                0.84,          1.11118e-05
                0.85,          1.17376e-05
                0.86,          1.23724e-05
                0.87,          1.30154e-05
                0.88,          1.36664e-05
                0.89,          1.43248e-05
                 0.9,          1.49901e-05
                0.91,          1.56621e-05
                0.92,          1.63402e-05
                0.93,          1.70243e-05
                0.94,          1.77139e-05
                0.95,          1.84088e-05
                0.96,          1.91087e-05
                0.97,          1.98134e-05
                0.98,          2.05225e-05
                0.99,           2.1236e-05
                   1,          2.19535e-05
                1.01,          2.26749e-05
                1.02,          2.33999e-05
                1.03,          2.41286e-05
                1.04,          2.48605e-05
                1.05,          2.55957e-05
                1.06,           2.6334e-05
                1.07,          2.70753e-05
                1.08,          2.78193e-05
                1.09,          2.85661e-05
                 1.1,          2.93154e-05
                1.11,          3.00673e-05
                1.12,          3.08215e-05
                1.13,           3.1578e-05
                1.14,          3.23368e-05
                1.15,          3.30976e-05
                1.16,          3.38606e-05
                1.17,          3.46255e-05
                1.18,          3.53922e-05
                1.19,          3.61609e-05
                 1.2,          3.69313e-05
                1.21,          3.77034e-05
                1.22,          3.84772e-05
                1.23,          3.92525e-05
                1.24,          4.00294e-05
                1.25,          4.08078e-05
                1.26,          4.15877e-05
                1.27,          4.23689e-05
                1.28,          4.31515e-05
                1.29,          4.39355e-05
                 1.3,          4.47207e-05
                1.31,          4.55071e-05
                1.32,          4.62947e-05
                1.33,          4.70835e-05
                1.34,          4.78735e-05
                1.35,          4.86645e-05
                1.36,          4.94566e-05
                1.37,          5.02498e-05
                1.38,          5.10439e-05
                1.39,          5.18391e-05
                 1.4,          5.26352e-05
                1.41,          5.34322e-05
                1.42,          5.42301e-05
                1.43,           5.5029e-05
                1.44,          5.58286e-05
                1.45,          5.66292e-05
                1.46,          5.74305e-05
                1.47,          5.82327e-05
                1.48,          5.90356e-05
                1.49,          5.98393e-05
                 1.5,          6.06437e-05

------------------------------------------------------------
 Ids vs. Vfg (pH = 12)
------------------------------------------------------------
Vfg (V), Ids (A/um)
                -1.5,          1.45642e-06
               -1.49,          1.44661e-06
               -1.48,           1.4368e-06
               -1.47,          1.42699e-06
               -1.46,          1.41718e-06
               -1.45,          1.40736e-06
               -1.44,          1.39754e-06
               -1.43,          1.38772e-06
               -1.42,           1.3779e-06
               -1.41,          1.36807e-06
                -1.4,          1.35824e-06
               -1.39,          1.34841e-06
               -1.38,          1.33858e-06
               -1.37,          1.32874e-06
               -1.36,           1.3189e-06
               -1.35,          1.30906e-06
               -1.34,          1.29922e-06
               -1.33,          1.28937e-06
               -1.32,          1.27952e-06
               -1.31,          1.26966e-06
                -1.3,          1.25981e-06
               -1.29,          1.24995e-06
               -1.28,          1.24008e-06
               -1.27,          1.23021e-06
               -1.26,          1.22034e-06
               -1.25,          1.21046e-06
               -1.24,          1.20058e-06
               -1.23,           1.1907e-06
               -1.22,          1.18081e-06
               -1.21,          1.17092e-06
                -1.2,          1.16102e-06
               -1.19,          1.15112e-06
               -1.18,          1.14122e-06
               -1.17,          1.13131e-06
               -1.16,          1.12139e-06
               -1.15,          1.11147e-06
               -1.14,          1.10154e-06
               -1.13,          1.09161e-06
               -1.12,          1.08167e-06
               -1.11,          1.07173e-06
                -1.1,          1.06178e-06
               -1.09,          1.05182e-06
               -1.08,          1.04186e-06
               -1.07,          1.03189e-06
               -1.06,          1.02191e-06
               -1.05,          1.01193e-06
               -1.04,          1.00194e-06
               -1.03,          9.91937e-07
               -1.02,           9.8193e-07
               -1.01,          9.71913e-07
                  -1,          9.61888e-07
               -0.99,          9.51854e-07
               -0.98,           9.4181e-07
               -0.97,          9.31756e-07
               -0.96,          9.21692e-07
               -0.95,          9.11617e-07
               -0.94,           9.0153e-07
               -0.93,          8.91432e-07
               -0.92,          8.81321e-07
               -0.91,          8.71197e-07
                -0.9,           8.6106e-07
               -0.89,          8.50909e-07
               -0.88,          8.40742e-07
               -0.87,           8.3056e-07
               -0.86,          8.20362e-07
               -0.85,          8.10146e-07
               -0.84,          7.99912e-07
               -0.83,          7.89659e-07
               -0.82,          7.79385e-07
               -0.81,           7.6909e-07
                -0.8,          7.58773e-07
               -0.79,          7.48432e-07
               -0.78,          7.38065e-07
               -0.77,          7.27671e-07
               -0.76,          7.17249e-07
               -0.75,          7.06796e-07
               -0.74,           6.9631e-07
               -0.73,           6.8579e-07
               -0.72,          6.75232e-07
               -0.71,          6.64634e-07
                -0.7,          6.53993e-07
               -0.69,          6.43305e-07
               -0.68,          6.32567e-07
               -0.67,          6.21774e-07
               -0.66,          6.10922e-07
               -0.65,          6.00005e-07
               -0.64,          5.89017e-07
               -0.63,          5.77951e-07
               -0.62,          5.66799e-07
               -0.61,          5.55551e-07
                -0.6,          5.44196e-07
               -0.59,          5.32722e-07
               -0.58,          5.21112e-07
               -0.57,          5.09347e-07
               -0.56,          4.97405e-07
               -0.55,          4.85257e-07
               -0.54,          4.72866e-07
               -0.53,          4.60184e-07
               -0.52,          4.47149e-07
               -0.51,          4.33671e-07
                -0.5,          4.19625e-07
               -0.49,          4.04813e-07
               -0.48,          3.88903e-07
               -0.47,          3.71248e-07
               -0.46,          3.50194e-07
               -0.45,          3.14275e-07
               -0.44,                    0
               -0.43,                    0
               -0.42,                    0
               -0.41,                    0
                -0.4,                    0
               -0.39,                    0
               -0.38,                    0
               -0.37,                    0
               -0.36,                    0
               -0.35,                    0
               -0.34,                    0
               -0.33,                    0
               -0.32,                    0
               -0.31,                    0
                -0.3,                    0
               -0.29,                    0
               -0.28,                    0
               -0.27,                    0
               -0.26,                    0
               -0.25,                    0
               -0.24,                    0
               -0.23,                    0
               -0.22,                    0
               -0.21,                    0
                -0.2,                    0
               -0.19,                    0
               -0.18,                    0
               -0.17,                    0
               -0.16,                    0
               -0.15,                    0
               -0.14,                    0
               -0.13,          2.14932e-07
               -0.12,          2.11479e-07
               -0.11,          2.07969e-07
                -0.1,          2.04399e-07
               -0.09,          2.00765e-07
               -0.08,          1.97065e-07
               -0.07,          1.93293e-07
               -0.06,          1.89447e-07
               -0.05,           1.8552e-07
               -0.04,          1.81509e-07
               -0.03,          1.77407e-07
               -0.02,          1.73208e-07
               -0.01,          1.68905e-07
                   0,          1.64489e-07
                0.01,          1.59951e-07
                0.02,           1.5528e-07
                0.03,          1.50465e-07
                0.04,           1.4549e-07
                0.05,          1.40339e-07
                0.06,          1.34992e-07
                0.07,          1.29424e-07
                0.08,          1.23605e-07
                0.09,          1.17499e-07
                 0.1,          1.11057e-07
                0.11,          1.04218e-07
                0.12,          9.68972e-08
                0.13,           8.8976e-08
                0.14,           8.0277e-08
                0.15,          7.05128e-08
                0.16,          5.91583e-08
                0.17,          4.50261e-08
                0.18,          2.35579e-08
                0.19,          2.68912e-08
                 0.2,          4.12093e-08
                0.21,          5.03661e-08
                0.22,          5.72916e-08
                0.23,          6.29103e-08
                0.24,          6.76562e-08
                0.25,          7.17741e-08
                0.26,          7.54187e-08
                0.27,          7.86954e-08
                0.28,          8.16805e-08
                0.29,          8.44323e-08
                 0.3,          8.69972e-08
                0.31,          8.94137e-08
                0.32,          9.17153e-08
                0.33,          9.39324e-08
                0.34,          9.60941e-08
                0.35,          9.82289e-08
                0.36,          1.00367e-07
                0.37,          1.02539e-07
                0.38,          1.04782e-07
                0.39,          1.07136e-07
                 0.4,           1.0965e-07
                0.41,          1.12381e-07
                0.42,          1.15399e-07
                0.43,          1.18793e-07
                0.44,          1.22674e-07
                0.45,          1.27185e-07
                0.46,          1.32514e-07
                0.47,          1.38908e-07
                0.48,          1.46698e-07
                0.49,          1.56337e-07
                 0.5,          1.68445e-07
                0.51,          1.83879e-07
                0.52,          2.03824e-07
                0.53,          2.29887e-07
                0.54,          2.64183e-07
                0.55,          3.09337e-07
                0.56,          3.68417e-07
                0.57,          4.45659e-07
                0.58,          5.47514e-07
                0.59,          6.72515e-07
                 0.6,          8.20523e-07
                0.61,          9.92459e-07
                0.62,           1.1891e-06
                0.63,          1.41099e-06
                0.64,          1.65848e-06
                0.65,          1.93168e-06
                0.66,          2.23046e-06
                0.67,          2.55448e-06
                0.68,          2.90321e-06
                0.69,          3.27594e-06
                 0.7,          3.67181e-06
                0.71,          4.08988e-06
                0.72,           4.5291e-06
                0.73,          4.98843e-06
                0.74,          5.46679e-06
                0.75,          5.96308e-06
                0.76,          6.47628e-06
                0.77,          7.00536e-06
                0.78,          7.54934e-06
                0.79,           8.1073e-06
                 0.8,          8.67837e-06
                0.81,          9.26173e-06
                0.82,          9.85661e-06
                0.83,          1.04623e-05
                0.84,          1.10781e-05
                0.85,          1.17034e-05
                0.86,          1.23377e-05
                0.87,          1.29803e-05
                0.88,          1.36308e-05
                0.89,          1.42888e-05
                 0.9,          1.49538e-05
                0.91,          1.56254e-05
                0.92,          1.63033e-05
                0.93,           1.6987e-05
                0.94,          1.76764e-05
                0.95,           1.8371e-05
                0.96,          1.90706e-05
                0.97,           1.9775e-05
                0.98,           2.0484e-05
                0.99,          2.11972e-05
                   1,          2.19145e-05
                1.01,          2.26357e-05
                1.02,          2.33606e-05
                1.03,           2.4089e-05
                1.04,          2.48208e-05
                1.05,          2.55558e-05
                1.06,           2.6294e-05
                1.07,           2.7035e-05
                1.08,           2.7779e-05
                1.09,          2.85256e-05
                 1.1,          2.92748e-05
                1.11,          3.00265e-05
                1.12,          3.07806e-05
                1.13,          3.15371e-05
                1.14,          3.22957e-05
                1.15,          3.30565e-05
                1.16,          3.38193e-05
                1.17,          3.45841e-05
                1.18,          3.53508e-05
                1.19,          3.61193e-05
                 1.2,          3.68896e-05
                1.21,          3.76617e-05
                1.22,          3.84353e-05
                1.23,          3.92106e-05
                1.24,          3.99875e-05
                1.25,          4.07658e-05
                1.26,          4.15456e-05
                1.27,          4.23267e-05
                1.28,          4.31093e-05
                1.29,          4.38932e-05
                 1.3,          4.46783e-05
                1.31,          4.54647e-05
                1.32,          4.62522e-05
                1.33,           4.7041e-05
                1.34,          4.78309e-05
                1.35,          4.86219e-05
                1.36,          4.94139e-05
                1.37,           5.0207e-05
                1.38,          5.10011e-05
                1.39,          5.17962e-05
                 1.4,          5.25923e-05
                1.41,          5.33893e-05
                1.42,          5.41872e-05
                1.43,           5.4986e-05
                1.44,          5.57856e-05
                1.45,          5.65861e-05
                1.46,          5.73874e-05
                1.47,          5.81896e-05
                1.48,          5.89924e-05
                1.49,          5.97961e-05
                 1.5,          6.06005e-05

